# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS	MORPHEMES	NOTE
2421	Khoitam	male	a-pʰuː	a+pʰuː	a + pʰ uː	n + i n	- a + pʰ uː	56 665	u/a-prefix male	
2422	Rahung	male	a-pʰuː	a+pʰuː	a + pʰ uː	n + i n	- a + pʰ uː	56 665	u/a-prefix male	
2423	Rupa	male	a-pʰuː	a+pʰuː	a + pʰ uː	n + i n	- a + pʰ uː	56 665	u/a-prefix male	
2424	Shergaon	male	a-pʰuː	a+pʰuː	a + pʰ uː	n + i n	- a + pʰ uː	56 665	u/a-prefix male	
#
2425	Khispi	man	ʑɔː-pʰa	ʑɔː+pʰa	ʑ ɔː + pʰ a	i n + i n	ʑ ɔː + pʰ a	667 668	man man	
2426	Duhumbi	man	ʑɔː-pʰa	ʑɔː+pʰa	ʑ ɔː + pʰ a	i n + i n	ʑ ɔː + pʰ a	667 668	man man	
2427	Khoina	man	ʥə-fuː	ʥə+fuː	dʑ ə + f uː	i n + i n	dʑ ə + f uː	667 668	man man	
2428	Jerigaon	man	ʥə-huː	ʥə+huː	dʑ ə + h uː	i n + i n	dʑ ə + h uː	667 668	man man	
2429	Khoitam	man	ʥə-huː	ʥə+huː	dʑ ə + h uː	i n + i n	dʑ ə + h uː	667 668	man man	
2430	Rahung	man	ʥə-huː	ʥə+huː	dʑ ə + h uː	i n + i n	dʑ ə + h uː	667 668	man man	
2431	Rupa	man	ʥə-huː	ʥə+huː	dʑ ə + h uː	i n + i n	dʑ ə + h uː	667 668	man man	
2432	Shergaon	man	ʥə-huː	ʥə+huː	dʑ ə + h uː	i n + i n	dʑ ə + h uː	667 668	man man	
#
2434	Duhumbi	manure	he-ba	he+ba	h e + b a	i n + i n	h e + b a	670 671	manure manure	
2435	Khoina	manure	ha-wuː	ha+wuː	h a + w uː	i n + i n	h a + w uː	670 671	manure manure	
2437	Khoitam	manure	luː	luː	l uː	i n	l uː	670	manure	
2438	Rahung	manure	la-wuː	la+wuː	l a + w uː	i n + i n	l a + w uː	670 671	manure manure	
2439	Rupa	manure	hũ	hũ	h ũ	i n	h ũ	670	manure	
#
2443	Khoina	marrow	ma-ny	ma+ny	m a + n y	i n + i n	m a + n y	675 673	marrow marrow	
2444	Jerigaon	marrow	a-nyː	a+nyː	a + n yː	n + i n	- a + n yː	56 673	u/a-prefix marrow	
2445	Khoitam	marrow	a-nyː	a+nyː	a + n yː	n + i n	- a + n yː	56 673	u/a-prefix marrow	
2446	Rahung	marrow	a-nyː	a+nyː	a + n yː	n + i n	- a + n yː	56 673	u/a-prefix marrow	
2447	Rupa	marrow	a-ɲyː	a+ɲyː	a + ɲ yː	n + i n	- a + ɲ yː	56 673	u/a-prefix marrow	
#
2449	Khispi	marten	taŋ-kɔŋ	taŋ+kɔŋ	t a ŋ + k ɔ ŋ	i n c + i n c	t a ŋ + k ɔ ŋ	677 75	marten ?	
2450	Duhumbi	marten	taŋ-kɔŋ	taŋ+kɔŋ	t a ŋ + k ɔ ŋ	i n c + i n c	t a ŋ + k ɔ ŋ	677 75	marten ?	
2451	Khoina	marten	tʰaŋ-kʰuŋ	tʰaŋ+kʰuŋ	tʰ a ŋ + kʰ u ŋ	i n c + i n c	tʰ a ŋ + kʰ u ŋ	677 75	marten ?	
2452	Jerigaon	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ	i n c + i n c	t a ŋ + k u ŋ	677 75	marten ?	
2453	Khoitam	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ	i n c + i n c	t a ŋ + k u ŋ	677 75	marten ?	
2454	Rahung	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ	i n c + i n c	t a ŋ + k u ŋ	677 75	marten ?	
2455	Rupa	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ	i n c + i n c	t a ŋ + k u ŋ	677 75	marten ?	
2456	Shergaon	marten	taŋ-kuŋ	taŋ+kuŋ	t a ŋ + k u ŋ	i n c + i n c	t a ŋ + k u ŋ	677 75	marten ?	
#
2457	Khispi	meat, animal	ɕa	ɕa	ɕ a	i n	ɕ a	678	meatanimal	
2458	Duhumbi	meat, animal	ɕa	ɕa	ɕ a	i n	ɕ a	678	meatanimal	
2459	Khoina	meat, animal	a-xyː	a+xyː	a + x yː	n + i n	- a + x yː	56 678	u/a-prefix meatanimal	
2460	Jerigaon	meat, animal	suː	suː	s uː	i n	s uː	678	meatanimal	
2461	Khoitam	meat, animal	suː	suː	s uː	i n	s uː	678	meatanimal	
2462	Rahung	meat, animal	suː	suː	s uː	i n	s uː	678	meatanimal	
2463	Rupa	meat, animal	suː	suː	s uː	i n	s uː	678	meatanimal	
2464	Shergaon	meat, animal	suː a-tɛ̃ː	suː_a+tɛ̃ː	s uː + a + t ɛ̃ː	i n + n + i n	s uː + - a + t ɛ̃ː	678 56 680	meatanimal u/a-prefix meatanimal	
#
2465	Khispi	medicine	pɛn	pɛn	p ɛ n	i n c	p ɛ n	682	medicine	
2466	Duhumbi	medicine	man ~ mɛn	man	m a n	i n c	m a n	682	medicine	
2467	Khoina	medicine	mɛn	mɛn	m ɛ n	i n c	m ɛ n	682	medicine	
2468	Jerigaon	medicine	mɛn	mɛn	m ɛ n	i n c	m ɛ n	682	medicine	
2469	Khoitam	medicine	man	man	m a n	i n c	m a n	682	medicine	
2470	Rahung	medicine	mɛn ~ man	mɛn	m ɛ n	i n c	m ɛ n	682	medicine	
2471	Rupa	medicine	man	man	m a n	i n c	m a n	682	medicine	
2472	Shergaon	medicine	man	man	m a n	i n c	m a n	682	medicine	
#
2473	Khispi	meet	ɕu	ɕu	ɕ u	i n	ɕ u	683	meet	
2474	Duhumbi	meet	ɕu	ɕu	ɕ u	i n	ɕ u	683	meet	
2475	Khoina	meet	ʂyː(j)	ʂyː	ʂ yː	i n	ʂ yː	683	meet	
2477	Khoitam	meet	syː	syː	s yː	i n	s yː	683	meet	
2479	Rupa	meet	syː	syː	s yː	i n	s yː	683	meet	
#
2481	Khispi	melt	ʑu	ʑu	ʑ u	i n	ʑ u	493	?	
2482	Duhumbi	melt	ʑu	ʑu	ʑ u	i n	ʑ u	493	?	
2483	Khoina	melt	ʐyː	ʐyː	ʐ yː	i n	ʐ yː	493	?	
2484	Jerigaon	melt	zyː	zyː	z yː	i n	z yː	493	?	
2485	Khoitam	melt	zyː	zyː	z yː	i n	z yː	493	?	
2486	Rahung	melt	zyː	zyː	z yː	i n	z yː	493	?	
2487	Rupa	melt	zyː	zyː	z yː	i n	z yː	493	?	
2488	Shergaon	melt	ziː	ziː	z iː	i n	z iː	493	?	
#
2489	Khispi	middle / centre	ɔ-ʦɔŋ	ɔ+ʦɔŋ	ɔ + ts ɔ ŋ	n + i n c	ɔ + ts ɔ ŋ	137 686	o/a-prefix middlecentre	
2490	Duhumbi	middle / centre	ɔ-ʦɔŋ	ɔ+ʦɔŋ	ɔ + ts ɔ ŋ	n + i n c	ɔ + ts ɔ ŋ	137 686	o/a-prefix middlecentre	
2491	Khoina	middle / centre	a-ʦuŋ	a+ʦuŋ	a + ts u ŋ	n + i n c	a + ts u ŋ	137 686	o/a-prefix middlecentre	
2495	Rupa	middle / centre	a-ʦuŋ	a+ʦuŋ	a + ts u ŋ	n + i n c	a + ts u ŋ	137 686	o/a-prefix middlecentre	
#
2506	Duhumbi	millet, broomcorn	ɲiŋ-ʨʰak	ɲiŋ+ʨʰak	ɲ i ŋ + tɕʰ a k	i n c + i n c	ɲ i ŋ + tɕʰ a k	687 391	sky-prefix4 ?	
2507	Khoina	millet, broomcorn	nə-ʨʰɐk	nə+ʨʰɐk	n ə + tɕʰ ɐ k	i n + i n c	n ə - + tɕʰ ɐ k	687 391	sky-prefix4 ?	
2510	Rahung	millet, broomcorn	nə-ʨʰak	nə+ʨʰak	n ə + tɕʰ a k	i n + i n c	n ə - + tɕʰ a k	687 391	sky-prefix4 ?	
2511	Rupa	millet, broomcorn	nə-ʦʰak	nə+ʦʰak	n ə + tsʰ a k	i n + i n c	n ə - + tsʰ a k	687 391	sky-prefix4 ?	
2512	Shergaon	millet, broomcorn	nə-ʨʰak	nə+ʨʰak	n ə + tɕʰ a k	i n + i n c	n ə - + tɕʰ a k	687 391	sky-prefix4 ?	
#
2515	Khoina	millet, finger	gə-ʦan	gə+ʦan	g ə + ts a n	i n + i n c	g ə + ts a n	689 690	milletfinger milletfinger	
2516	Jerigaon	millet, finger	kʰ-ʨɛn	kʰ+ʨɛn	kʰ + tɕ ɛ n	i + i n c	kʰ - + tɕ ɛ n	689 690	milletfinger milletfinger	
2517	Khoitam	millet, finger	kʰ-ʨam	kʰ+ʨam	kʰ + tɕ a m	i + i n c	kʰ - + tɕ a m	689 690	milletfinger milletfinger	
2518	Rahung	millet, finger	kʰ-ʨam	kʰ+ʨam	kʰ + tɕ a m	i + i n c	kʰ - + tɕ a m	689 690	milletfinger milletfinger	
2519	Rupa	millet, finger	gə-ʦam ~ gə-ʨam	gə+ʦam	g ə + ts a m	i n + i n c	g ə + ts a m	689 690	milletfinger milletfinger	
2520	Shergaon	millet, finger	gə-ʨam	gə+ʨam	g ə + tɕ a m	i n + i n c	g ə + tɕ a m	689 690	milletfinger milletfinger	
#
2522	Duhumbi	millet, foxtail	ɲiŋ-kʰaˀ	ɲiŋ+kʰaˀ	ɲ i ŋ + kʰ aˀ	i n c + i n	ɲ i ŋ + kʰ aˀ	395 398	? ?	
2523	Khoina	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u	i n + i n	n ə - + kʰ u	687 398	sky-prefix4 ?	
2525	Khoitam	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u	i n + i n	n ə - + kʰ u	687 398	sky-prefix4 ?	
2527	Rupa	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u	i n + i n	n ə - + kʰ u	687 398	sky-prefix4 ?	
2528	Shergaon	millet, foxtail	nə-kʰu	nə+kʰu	n ə + kʰ u	i n + i n	n ə - + kʰ u	687 398	sky-prefix4 ?	
#
2529	Khispi	mithun	ɕa-ma	ɕa+ma	ɕ a + m a	i n + i n	ɕ a + m a	693 694	mithun mithun	
2530	Duhumbi	mithun	ɕa-ma	ɕa+ma	ɕ a + m a	i n + i n	ɕ a + m a	693 694	mithun mithun	
2531	Khoina	mithun	ʂa-m	ʂa+m	ʂ a + m	i n + i	ʂ a + m -	693 694	mithun mithun	
2532	Jerigaon	mithun	sə-muː	sə+muː	s ə + m uː	i n + i n	s ə + m uː	693 694	mithun mithun	
2533	Khoitam	mithun	su-m	su+m	s u + m	i n + i	s u + m -	693 694	mithun mithun	
2534	Rahung	mithun	su-m	su+m	s u + m	i n + i	s u + m -	693 694	mithun mithun	
2535	Rupa	mithun	sə-muː	sə+muː	s ə + m uː	i n + i n	s ə + m uː	693 694	mithun mithun	
2536	Shergaon	mithun	sə-muː	sə+muː	s ə + m uː	i n + i n	s ə + m uː	693 694	mithun mithun	
#
2545	Khispi	moon, month	nam-ba	nam+ba	n a m + b a	i n c + i n	n a m + b - a	457 456	sky-prefix2 moon	
2546	Duhumbi	moon, month	nam-ba  ~ nam-la	nam+ba	n a m + b a	i n c + i n	n a m + b - a	457 456	sky-prefix2 moon	
2547	Khoina	moon, month	nam-bluː	nam+bluː	n a m + b l uː	i n c + i m n	n a m + b l uː	457 456	sky-prefix2 moon	
2548	Jerigaon	moon, month	nam-bluː	nam+bluː	n a m + b l uː	i n c + i m n	n a m + b l uː	457 456	sky-prefix2 moon	
2549	Khoitam	moon, month	nam-bluː	nam+bluː	n a m + b l uː	i n c + i m n	n a m + b l uː	457 456	sky-prefix2 moon	
2550	Rahung	moon, month	nam-bruː	nam+bruː	n a m + b r uː	i n c + i m n	n a m + b r uː	457 456	sky-prefix2 moon	
2551	Rupa	moon, month	nam-bluː	nam+bluː	n a m + b l uː	i n c + i m n	n a m + b l uː	457 456	sky-prefix2 moon	
2552	Shergaon	moon, month	nam-bluː	nam+bluː	n a m + b l uː	i n c + i m n	n a m + b l uː	457 456	sky-prefix2 moon	
#
2556	Jerigaon	morning	s(ə)-ruː s(ə)-ri	s+ruː_s+ri	s + r uː + s + r i	i + i n + i + i n	s + r uː + s + r i	701 581 700 699	morning ? morning morning	
2557	Khoitam	morning	nə-ruː	nə+ruː	n ə + r uː	i n + i n	n ə + r uː	698 581	morning ?	
2558	Rahung	morning	nə-ruː	nə+ruː	n ə + r uː	i n + i n	n ə + r uː	698 581	morning ?	
2559	Rupa	morning	ɲə-ruː	ɲə+ruː	ɲ ə + r uː	i n + i n	ɲ ə + r uː	698 581	morning ?	
2560	Shergaon	morning	ɲy-ruː	ɲy+ruː	ɲ y + r uː	i n + i n	ɲ y + r uː	698 581	morning ?	
#
2561	Khispi	mortar (wood)	ʦʰum	ʦʰum	tsʰ u m	i n c	tsʰ u m	702	mortarwood	
2562	Duhumbi	mortar (wood)	ʦʰum	ʦʰum	tsʰ u m	i n c	tsʰ u m	702	mortarwood	
2563	Khoina	mortar (wood)	ʦøn	ʦøn	ts ø n	i n c	ts ø n	702	mortarwood	
2564	Jerigaon	mortar (wood)	ʨøn	ʨøn	tɕ ø n	i n c	tɕ ø n	702	mortarwood	
2565	Khoitam	mortar (wood)	ʨɔm	ʨɔm	tɕ ɔ m	i n c	tɕ ɔ m	702	mortarwood	
2566	Rahung	mortar (wood)	ʨøm	ʨøm	tɕ ø m	i n c	tɕ ø m	702	mortarwood	
2567	Rupa	mortar (wood)	ʦɔm	ʦɔm	ts ɔ m	i n c	ts ɔ m	702	mortarwood	
2568	Shergaon	mortar (wood)	ʨɔm	ʨɔm	tɕ ɔ m	i n c	tɕ ɔ m	702	mortarwood	
#
2569	Khispi	mother	a-ma	a+ma	a + m a	n + i n	a + m a	124 704	a-prefix mother	
2570	Duhumbi	mother	a-ma	a+ma	a + m a	n + i n	a + m a	124 704	a-prefix mother	
2571	Khoina	mother	a-muː	a+muː	a + m uː	n + i n	a + m uː	124 704	a-prefix mother	
2572	Jerigaon	mother	a-muː ~ a-mɐ	a+muː	a + m uː	n + i n	a + m uː	124 704	a-prefix mother	
2573	Khoitam	mother	a-muː ~ a-maː	a+muː	a + m uː	n + i n	a + m uː	124 704	a-prefix mother	
2574	Rahung	mother	a-muː	a+muː	a + m uː	n + i n	a + m uː	124 704	a-prefix mother	
2575	Rupa	mother	a-mɔ	a+mɔ	a + m ɔ	n + i n	a + m ɔ	124 704	a-prefix mother	
2576	Shergaon	mother	a-mo	a+mo	a + m o	n + i n	a + m o	124 704	a-prefix mother	
#
2577	Khispi	mountain	la	la	l a	i n	l a	176	?	
2578	Duhumbi	mountain	la	la	l a	i n	l a	176	?	
2579	Khoina	mountain	luː	luː	l uː	i n	l uː	176	?	
2580	Jerigaon	mountain	luː	luː	l uː	i n	l uː	176	?	
2581	Khoitam	mountain	luː	luː	l uː	i n	l uː	176	?	
2582	Rahung	mountain	luː	luː	l uː	i n	l uː	176	?	
2583	Rupa	mountain	luː	luː	l uː	i n	l uː	176	?	
2584	Shergaon	mountain	luː	luː	l uː	i n	l uː	176	?	
#
2585	Khispi	mountain peak	li-guŋ	li+guŋ	l i + g u ŋ	i n + i n c	l i + g u ŋ	706 708	? mountainpeak	
2586	Duhumbi	mountain peak	ri ~ riw	ri	r i	i n	r i	706	?	
2589	Khoitam	mountain peak	ri-wuː	ri+wuː	r i + w uː	i n + i n	r i + w uː	706 707	? mountainpeak	
2590	Rahung	mountain peak	riː-wuː	riː+wuː	r iː + w uː	i n + i n	r iː + w uː	706 707	? mountainpeak	
2591	Rupa	mountain peak	riː ~ riw	riː	r iː	i n	r iː	706	?	
#
2593	Khispi	mouse, rat	sam-tu	sam+tu	s a m + t u	i n c + i n	s a m + t u -	709 710	mouserat mouserat	
2594	Duhumbi	mouse, rat	sam-tu	sam+tu	s a m + t u	i n c + i n	s a m + t u -	709 710	mouserat mouserat	
2595	Khoina	mouse, rat	s-tʰøˀ	s+tʰøˀ	s + tʰ øˀ	i + i n	s - - + tʰ øˀ -	709 710	mouserat mouserat	
2596	Jerigaon	mouse, rat	s-tʰøˀ	s+tʰøˀ	s + tʰ øˀ	i + i n	s - - + tʰ øˀ -	709 710	mouserat mouserat	
2597	Khoitam	mouse, rat	s-tɔp	s+tɔp	s + t ɔ p	i + i n c	s - - + t ɔ p	709 710	mouserat mouserat	
2598	Rahung	mouse, rat	s-tøˀ	s+tøˀ	s + t øˀ	i + i n	s - - + t øˀ -	709 710	mouserat mouserat	
2599	Rupa	mouse, rat	s-tɔp	s+tɔp	s + t ɔ p	i + i n c	s - - + t ɔ p	709 710	mouserat mouserat	
2600	Shergaon	mouse, rat	s-tɔp	s+tɔp	s + t ɔ p	i + i n c	s - - + t ɔ p	709 710	mouserat mouserat	
#
2601	Khispi	mouth	hɔ-ʨɔ	hɔ+ʨɔ	h ɔ + tɕ ɔ	i n + i n	h ɔ + tɕ ɔ -	359 711	? mouth	
2602	Duhumbi	mouth	hɔ-ʨu ~ hu-ʨu	hɔ+ʨu	h ɔ + tɕ u	i n + i n	h ɔ + tɕ u -	359 711	? mouth	
2603	Khoina	mouth	də-ʦʰɛː	də+ʦʰɛː	d ə + tsʰ ɛː	i n + i n	d ə + tsʰ ɛː -	248 711	mouth mouth	
2604	Jerigaon	mouth	sɔː	sɔː	s ɔː	i n	s ɔː	712	mouth	
2605	Khoitam	mouth	sə-sɔː ~ ʨʰə-sɔː	sə+sɔː	s ə + s ɔː	i n + i n	s ə + s ɔː -	712 711	mouth mouth	
2606	Rahung	mouth	ʨʰə-ʨʰoː	ʨʰə+ʨʰoː	tɕʰ ə + tɕʰ oː	i n + i n	tɕʰ ə + tɕʰ oː -	712 711	mouth mouth	
2607	Rupa	mouth	nə-ʦʰaw ~ də-ʦʰaw	nə+ʦʰaw	n ə + tsʰ a w	i n + i n c	n ə + tsʰ a w	359 711	? mouth	
2608	Shergaon	mouth	nə-ʨʰaw	nə+ʨʰaw	n ə + tɕʰ a w	i n + i n c	n ə + tɕʰ a w	359 711	? mouth	
#
2609	Khispi	much	me-ka	me+ka	m e + k a	i n + i n	m - e - + k a	714 463	much ?	
2610	Duhumbi	much	mjɛ-ka	mjɛ+ka	m j ɛ + k a	i m n + i n	m j ɛ - + k a	714 463	much ?	
2611	Khoina	much	a-mɛ	a+mɛ	a + m ɛ	n + i n	- a + m - ɛ -	56 714	u/a-prefix much	
2612	Jerigaon	much	a-mɛ	a+mɛ	a + m ɛ	n + i n	- a + m - ɛ -	56 714	u/a-prefix much	
2613	Khoitam	much	a-mɛ	a+mɛ	a + m ɛ	n + i n	- a + m - ɛ -	56 714	u/a-prefix much	
2614	Rahung	much	jə-mɔ	jə+mɔ	j ə + m ɔ	i n + i n	j ə + m - ɔ -	717 714	much much	
2615	Rupa	much	a-mat	a+mat	a + m a t	n + i n c	- a + m - a t	56 714	u/a-prefix much	
2616	Shergaon	much	a-mat	a+mat	a + m a t	n + i n c	- a + m - a t	56 714	u/a-prefix much	
#
2617	Khispi	mud	kʰa-ʨʰam	kʰa+ʨʰam	kʰ a + tɕʰ a m	i n + i n c	kʰ a + tɕʰ a m	718 719	mud mud	
2618	Duhumbi	mud	kʰa-ʨʰam	kʰa+ʨʰam	kʰ a + tɕʰ a m	i n + i n c	kʰ a + tɕʰ a m	718 719	mud mud	
2619	Khoina	mud	ga-ʦʰyː	ga+ʦʰyː	g a + tsʰ yː	i n + i n	g a + tsʰ yː -	718 719	mud mud	
2620	Jerigaon	mud	kʰ-ʨʰɔ̃ː(ŋ)	kʰ+ʨʰɔ̃ː	kʰ + tɕʰ ɔ̃ː	i + i n	kʰ - + tɕʰ ɔ̃ː -	718 719	mud mud	
2621	Khoitam	mud	kʰ-ʨʰũː(ŋ)	kʰ+ʨʰũː	kʰ + tɕʰ ũː	i + i n	kʰ - + tɕʰ ũː -	718 719	mud mud	
2622	Rahung	mud	kʰ-ʨʰũː(ŋ)	kʰ+ʨʰũː	kʰ + tɕʰ ũː	i + i n	kʰ - + tɕʰ ũː -	718 719	mud mud	
2623	Rupa	mud	gə-ʨʰũː	gə+ʨʰũː	g ə + tɕʰ ũː	i n + i n	g ə + tɕʰ ũː -	718 719	mud mud	
2624	Shergaon	mud	kʰ-ʨʰɔ̃ː	kʰ+ʨʰɔ̃ː	kʰ + tɕʰ ɔ̃ː	i + i n	kʰ - + tɕʰ ɔ̃ː -	718 719	mud mud	
#
2625	Khispi	mushroom	mu	mu	m u	i n	m u	22	?	
2626	Duhumbi	mushroom	mu	mu	m u	i n	m u	284	mu-suffix	
2627	Khoina	mushroom	myː	myː	m yː	i n	m yː	22	?	
2628	Jerigaon	mushroom	myː	myː	m yː	i n	m yː	284	mu-suffix	
2629	Khoitam	mushroom	myː	myː	m yː	i n	m yː	22	?	
2630	Rahung	mushroom	myː	myː	m yː	i n	m yː	22	?	
2631	Rupa	mushroom	myː	myː	m yː	i n	m yː	22	?	
2632	Shergaon	mushroom	miː	miː	m iː	i n	m iː	22	?	
#
2633	Khispi	naga, serpent deity	hu	hu	h u	i n	h u	721	nagaserpentdeity	
2634	Duhumbi	naga, serpent deity	hu	hu	h u	i n	h u	721	nagaserpentdeity	
2639	Rupa	naga, serpent deity	lyː	lyː	l yː	i n	l yː	721	nagaserpentdeity	
#
2641	Khispi	nail	hut-ʨʰin	hut+ʨʰin	h u t + tɕʰ i n	i n c + i n c	h u t + tɕʰ i n	410 723	hand1 nail	
2642	Duhumbi	nail	hut-ʦun ~ hut-ʦum	hut+ʦun	h u t + ts u n	i n c + i n c	h u t + ts u n	410 723	hand1 nail	
2643	Khoina	nail	ik-ʦiŋ	ik+ʦiŋ	i k + ts i ŋ	n c + i n c	- i k + ts i ŋ	410 723	hand1 nail	
2644	Jerigaon	nail	ik-ʨʰiŋ	ik+ʨʰiŋ	i k + tɕʰ i ŋ	n c + i n c	- i k + tɕʰ i ŋ	410 723	hand1 nail	
2645	Khoitam	nail	ik-ʨiŋ	ik+ʨiŋ	i k + tɕ i ŋ	n c + i n c	- i k + tɕ i ŋ	410 723	hand1 nail	
2646	Rahung	nail	ik-ʨiŋ	ik+ʨiŋ	i k + tɕ i ŋ	n c + i n c	- i k + tɕ i ŋ	410 723	hand1 nail	
2647	Rupa	nail	ik-ʦiŋ ~ ik-ʦĩː(ŋ) ~ ik-ʨiŋ	ik+ʦiŋ	i k + ts i ŋ	n c + i n c	- i k + ts i ŋ	410 723	hand1 nail	
2648	Shergaon	nail	ik-ʨiŋ	ik+ʨiŋ	i k + tɕ i ŋ	n c + i n c	- i k + tɕ i ŋ	410 723	hand1 nail	
#
2649	Khispi	name	biŋ	biŋ	b i ŋ	i n c	b i ŋ	726	name	
2650	Duhumbi	name	biŋ	biŋ	b i ŋ	i n c	b i ŋ	726	name	
2651	Khoina	name	a-ʣajŋ	a+ʣajŋ	a + dz aj/ai ŋ	n + i n c	- a + dz aj/ai ŋ	56 726	u/a-prefix name	
2652	Jerigaon	name	a-ʥɛŋ	a+ʥɛŋ	a + dʑ ɛ ŋ	n + i n c	- a + dʑ ɛ ŋ	56 726	u/a-prefix name	
2653	Khoitam	name	a-ʥɛŋ	a+ʥɛŋ	a + dʑ ɛ ŋ	n + i n c	- a + dʑ ɛ ŋ	56 726	u/a-prefix name	
2654	Rahung	name	a-ʥɛŋ	a+ʥɛŋ	a + dʑ ɛ ŋ	n + i n c	- a + dʑ ɛ ŋ	56 726	u/a-prefix name	
2655	Rupa	name	a-zɛŋ	a+zɛŋ	a + z ɛ ŋ	n + i n c	- a + z ɛ ŋ	56 726	u/a-prefix name	
2656	Shergaon	name	a-zɛŋ	a+zɛŋ	a + z ɛ ŋ	n + i n c	- a + z ɛ ŋ	56 726	u/a-prefix name	
#
2665	Khispi	navel	bɔ-di	bɔ+di	b ɔ + d i	i n + i n	b ɔ + d i	729 730	navel navel	
2666	Duhumbi	navel	bɔ-di	bɔ+di	b ɔ + d i	i n + i n	b ɔ + d i	729 730	navel navel	
2667	Khoina	navel	b-raː	b+raː	b + r aː	i + i n	b - + r aː	729 730	navel navel	
2668	Jerigaon	navel	(sə-riː) b-rɛː	b+rɛː	b + r ɛː	i + i n	b - + r ɛː	729 730	navel navel	
2669	Khoitam	navel	(pʰə-riŋ  ~ fɛ-riŋ) b-rɛː	b+rɛː	b + r ɛː	i + i n	b - + r ɛː	729 730	navel navel	
2670	Rahung	navel	(sə-riŋ) b-rɛː	b+rɛː	b + r ɛː	i + i n	b - + r ɛː	729 730	navel navel	
2671	Rupa	navel	(sə-riŋ) b-raː	b+raː	b + r aː	i + i n	b - + r aː	729 730	navel navel	
2672	Shergaon	navel	bu-ti-mu	bu+ti+mu	b u + t i + m u	i n + i n + i n	b u + t i + m u	729 730 732	navel navel navel	
#
2673	Khispi	neck	hɛn-tʰɔŋ	hɛn+tʰɔŋ	h ɛ n + tʰ ɔ ŋ	i n c + i n c	h ɛ n + tʰ ɔ ŋ	734 733	neck neck	
2674	Duhumbi	neck	hɛn-tʰɔŋ	hɛn+tʰɔŋ	h ɛ n + tʰ ɔ ŋ	i n c + i n c	h ɛ n + tʰ ɔ ŋ	734 733	neck neck	
2675	Khoina	neck	nə-tu-xĩː	nə+tu+xĩː	n ə + t u + x ĩː	i n + i n + i n	n ə - + t u - + x ĩː	734 733 737	neck neck neck	
2677	Khoitam	neck	nə-tʰuŋ	nə+tʰuŋ	n ə + tʰ u ŋ	i n + i n c	n ə - + tʰ u ŋ	734 733	neck neck	
2678	Rahung	neck	pʰ-tʰuŋ	pʰ+tʰuŋ	pʰ + tʰ u ŋ	i + i n c	pʰ - - + tʰ u ŋ	734 733	neck neck	
2679	Rupa	neck	tʰuŋ-ʦɛ̃ː	tʰuŋ+ʦɛ̃ː	tʰ u ŋ + ts ɛ̃ː	i n c + i n	tʰ u ŋ + ts ɛ̃ː	733 254	neck neck	
#
2681	Khispi	need to, have to	ʦʰɛt	ʦʰɛt	tsʰ ɛ t	i n c	tsʰ ɛ t	738	needtohaveto	
2682	Duhumbi	need to, have to	ʦʰɛt	ʦʰɛt	tsʰ ɛ t	i n c	tsʰ ɛ t	738	needtohaveto	
2683	Khoina	need to, have to	ʦʰɛˀ	ʦʰɛˀ	tsʰ ɛˀ	i n	tsʰ ɛˀ -	738	needtohaveto	
2685	Khoitam	need to, have to	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ	i n	tɕʰ eˀ -	738	needtohaveto	
2686	Rahung	need to, have to	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ	i n	tɕʰ eˀ -	738	needtohaveto	
2687	Rupa	need to, have to	ʨʰeˀ	ʨʰeˀ	tɕʰ eˀ	i n	tɕʰ eˀ -	738	needtohaveto	
#
2689	Khispi	needle	pɕi	pɕi	p ɕ i	i m n	p ɕ i	739	needle	
2690	Duhumbi	needle	pɕi	pɕi	p ɕ i	i m n	p ɕ i	739	needle	
2691	Khoina	needle	pʰliː	pʰliː	pʰ l iː	i m n	pʰ l iː	739	needle	
2692	Jerigaon	needle	pʰliː	pʰliː	pʰ l iː	i m n	pʰ l iː	739	needle	
2693	Khoitam	needle	pʰliː	pʰliː	pʰ l iː	i m n	pʰ l iː	739	needle	
2694	Rahung	needle	pʰliː	pʰliː	pʰ l iː	i m n	pʰ l iː	739	needle	
2695	Rupa	needle	pʰliː	pʰliː	pʰ l iː	i m n	pʰ l iː	739	needle	
2696	Shergaon	needle	pʰliː	pʰliː	pʰ l iː	i m n	pʰ l iː	739	needle	
#
2697	Khispi	negative prefix	ba-	ba+	b a	i n	b a	740	negativeprefix	
2698	Duhumbi	negative prefix	ba-	ba+	b a	i n	b a	740	negativeprefix	
